matrix,backend,nodes,ranks,job,trial,source,status,solver_s,timer,iterations,relative_residual,tolerance,error_norm,iteration_us,gemv_s,dot_s,nrm2_s,axpy_s,copy_s,allreduce_s,haloexchange_s,pack_s,host_sync_s,other_s
Bump_2911,acg-sycl-single,1,1,58371381,1,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-1-stdout.txt,valid,50.9846,loop,25185.0,9.93181e-07,1e-06,0.144515,2024.4034147309906,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,2,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-2-stdout.txt,valid,50.9931,loop,25185.0,9.93181e-07,1e-06,0.144515,2024.7409172126263,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,3,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-3-stdout.txt,valid,51.0243,loop,25185.0,9.93181e-07,1e-06,0.144515,2025.9797498511016,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,4,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-4-stdout.txt,valid,50.9888,loop,25185.0,9.93181e-07,1e-06,0.144515,2024.5701806630927,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,5,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-5-stdout.txt,valid,51.0063,loop,25185.0,9.93181e-07,1e-06,0.144515,2025.2650387135202,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,6,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-6-stdout.txt,valid,50.9536,loop,25185.0,9.93181e-07,1e-06,0.144515,2023.1725233273773,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,7,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-7-stdout.txt,valid,50.9975,loop,25185.0,9.93181e-07,1e-06,0.144515,2024.915624379591,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,8,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-8-stdout.txt,valid,50.9788,loop,25185.0,9.93181e-07,1e-06,0.144515,2024.173118919992,,,,,,,,,,
Bump_2911,acg-sycl-single,1,1,58371381,9,sycl/acg-sycl-single/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0001-procs-58371381-9-stdout.txt,valid,50.9609,loop,25185.0,9.93181e-07,1e-06,0.144515,2023.462378399841,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,1,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-1-stdout.txt,valid,118.032,loop,26028.0,9.54679e-07,1e-06,0.190184,4534.808667588751,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,2,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-2-stdout.txt,valid,118.052,loop,26028.0,9.54679e-07,1e-06,0.190184,4535.577070846781,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,3,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-3-stdout.txt,valid,118.049,loop,26028.0,9.54679e-07,1e-06,0.190184,4535.461810358076,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,4,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-4-stdout.txt,valid,118.051,loop,26028.0,9.54679e-07,1e-06,0.190184,4535.538650683879,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,5,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-5-stdout.txt,valid,118.035,loop,26028.0,9.54679e-07,1e-06,0.190184,4534.923928077455,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,6,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-6-stdout.txt,valid,118.059,loop,26028.0,9.54679e-07,1e-06,0.190184,4535.846011987091,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,7,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-7-stdout.txt,valid,118.032,loop,26028.0,9.54679e-07,1e-06,0.190184,4534.808667588751,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,8,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-8-stdout.txt,valid,118.076,loop,26028.0,9.54679e-07,1e-06,0.190184,4536.499154756416,,,,,,,,,,
Queen_4147,acg-sycl-single,1,1,58371387,9,sycl/acg-sycl-single/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0001-procs-58371387-9-stdout.txt,valid,118.062,loop,26028.0,9.54679e-07,1e-06,0.190184,4535.961272475795,,,,,,,,,,
Bump_2911,acg-sycl-mpi,1,2,58371382,1,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-1-stdout.txt,valid,29.126813,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1153.5371485148514,22.227803,0.90768,0.675012,2.586153,0.0,0.982241,0.384683,0.334946,0.509292,0.519004
Bump_2911,acg-sycl-mpi,1,2,58371382,2,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-2-stdout.txt,valid,28.664419,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1135.224514851485,22.209244,0.911805,0.672817,2.584613,0.0,0.974228,0.376479,0.33536,0.508533,0.091338
Bump_2911,acg-sycl-mpi,1,2,58371382,3,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-3-stdout.txt,valid,28.67229,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1135.5362376237624,22.212815,0.910296,0.673262,2.586992,0.0,0.983701,0.374659,0.332684,0.508905,0.088975
Bump_2911,acg-sycl-mpi,1,2,58371382,4,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-4-stdout.txt,valid,28.684136,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1136.0053861386139,22.212384,0.91231,0.67377,2.585198,0.0,0.983057,0.376733,0.336956,0.514641,0.089088
Bump_2911,acg-sycl-mpi,1,2,58371382,5,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-5-stdout.txt,valid,28.688627,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1136.1832475247525,22.216628,0.916728,0.676951,2.591862,0.0,0.9785,0.373537,0.336566,0.508216,0.08964
Bump_2911,acg-sycl-mpi,1,2,58371382,6,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-6-stdout.txt,valid,28.686543,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1136.100712871287,22.208259,0.910892,0.671509,2.586037,0.0,0.984695,0.389932,0.333445,0.51027,0.091503
Bump_2911,acg-sycl-mpi,1,2,58371382,7,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-7-stdout.txt,valid,28.708992,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1136.9897821782176,22.22019,0.916247,0.674038,2.590116,0.0,0.974238,0.389173,0.336665,0.51828,0.090045
Bump_2911,acg-sycl-mpi,1,2,58371382,8,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-8-stdout.txt,valid,28.694086,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1136.3994455445543,22.216098,0.916498,0.675588,2.588356,0.0,0.981053,0.373931,0.33721,0.515819,0.089534
Bump_2911,acg-sycl-mpi,1,2,58371382,9,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-58371382-9-stdout.txt,valid,28.721277,cuda_compatible,25250.0,9.50445e-07,1e-06,0.14451,1137.476316831683,22.221154,0.913761,0.674134,2.590799,0.0,0.992998,0.393016,0.336924,0.50747,0.091021
Bump_2911,acg-sycl-mpi,1,4,58371383,1,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-1-stdout.txt,valid,17.681944,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,695.0722905774599,11.702299,0.591624,0.503792,1.174164,0.0,1.135705,0.926354,0.5707,0.517111,0.560196
Bump_2911,acg-sycl-mpi,1,4,58371383,2,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-2-stdout.txt,valid,17.23372,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,677.452730060144,11.687096,0.591591,0.502763,1.170695,0.0,1.139944,0.923866,0.579615,0.517176,0.120973
Bump_2911,acg-sycl-mpi,1,4,58371383,3,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-3-stdout.txt,valid,17.223522,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,677.0518495223868,11.687281,0.593865,0.504208,1.175542,0.0,1.115529,0.92239,0.585298,0.518782,0.120627
Bump_2911,acg-sycl-mpi,1,4,58371383,4,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-4-stdout.txt,valid,17.20687,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,676.3972640433979,11.683956,0.591968,0.502905,1.177507,0.0,1.099076,0.925358,0.585308,0.517554,0.123238
Bump_2911,acg-sycl-mpi,1,4,58371383,5,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-5-stdout.txt,valid,17.222464,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,677.0102598372578,11.69034,0.593969,0.504068,1.178367,0.0,1.096591,0.93539,0.584221,0.518698,0.12082
Bump_2911,acg-sycl-mpi,1,4,58371383,6,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-6-stdout.txt,valid,17.246956,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,677.9730335311923,11.696178,0.594285,0.507083,1.179573,0.0,1.103181,0.933356,0.587467,0.521375,0.124458
Bump_2911,acg-sycl-mpi,1,4,58371383,7,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-7-stdout.txt,valid,17.238924,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,677.6572978497583,11.692514,0.597092,0.505345,1.178004,0.0,1.113479,0.929749,0.575833,0.522962,0.123947
Bump_2911,acg-sycl-mpi,1,4,58371383,8,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-8-stdout.txt,valid,17.24421,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,677.8650890365186,11.696229,0.598047,0.507269,1.180712,0.0,1.094418,0.934292,0.58794,0.523769,0.121535
Bump_2911,acg-sycl-mpi,1,4,58371383,9,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-9-stdout.txt,valid,17.232413,cuda_compatible,25439.0,9.72567e-07,1e-06,0.14444,677.4013522544126,11.686192,0.591358,0.502742,1.174128,0.0,1.118495,0.936922,0.578956,0.520428,0.123192
Bump_2911,acg-sycl-mpi,2,8,58371384,1,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-1-stdout.txt,valid,13.384901,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,520.1655914814239,6.184954,0.512559,0.483113,1.11927,0.0,1.296748,1.024063,1.200764,0.510218,1.053211
Bump_2911,acg-sycl-mpi,2,8,58371384,2,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-2-stdout.txt,valid,12.84126,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,499.0385512202705,6.183189,0.515615,0.481132,1.119983,0.0,1.162912,1.023331,1.214481,0.515455,0.625162
Bump_2911,acg-sycl-mpi,2,8,58371384,3,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-3-stdout.txt,valid,12.820208,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,498.22042592880456,6.171675,0.510721,0.475532,1.111955,0.0,1.208266,1.007314,1.193451,0.516399,0.624896
Bump_2911,acg-sycl-mpi,2,8,58371384,4,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-4-stdout.txt,valid,12.870168,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,500.1619773045235,6.176051,0.513094,0.482783,1.119038,0.0,1.220655,1.012878,1.203497,0.517219,0.624954
Bump_2911,acg-sycl-mpi,2,8,58371384,5,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-5-stdout.txt,valid,12.850802,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,499.40937354267055,6.177178,0.51509,0.480766,1.119938,0.0,1.176016,1.029158,1.198641,0.517011,0.637005
Bump_2911,acg-sycl-mpi,2,8,58371384,6,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-6-stdout.txt,valid,12.864966,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,499.95981657080677,6.168438,0.505616,0.470801,1.111214,0.0,1.264233,1.031465,1.175772,0.516085,0.621341
Bump_2911,acg-sycl-mpi,2,8,58371384,7,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-7-stdout.txt,valid,12.835078,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,498.79830561168967,6.17272,0.516658,0.480969,1.116313,0.0,1.242364,1.003394,1.17279,0.510499,0.61937
Bump_2911,acg-sycl-mpi,2,8,58371384,8,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-8-stdout.txt,valid,12.860046,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,499.7686149541428,6.17156,0.509853,0.473939,1.121783,0.0,1.171481,1.03695,1.220569,0.517944,0.635965
Bump_2911,acg-sycl-mpi,2,8,58371384,9,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-9-stdout.txt,valid,12.84341,cuda_compatible,25732.0,9.38478e-07,1e-06,0.144398,499.12210477226796,6.179325,0.519697,0.485621,1.12043,0.0,1.176291,1.013068,1.215625,0.512283,0.62107
Bump_2911,acg-sycl-mpi,4,16,58371385,1,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-1-stdout.txt,valid,13.882091,cuda_compatible,25439.0,9.97279e-07,1e-06,0.144479,545.7011281890012,3.452381,0.473943,0.45468,0.864584,0.0,1.79932,2.40056,1.766362,0.500909,2.169353
Bump_2911,acg-sycl-mpi,4,16,58371385,2,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-2-stdout.txt,valid,13.396305,cuda_compatible,25439.0,9.97279e-07,1e-06,0.144479,526.6050159204372,3.431955,0.47189,0.45031,0.86863,0.0,1.763261,2.404828,1.776229,0.498977,1.730226
Bump_2911,acg-sycl-mpi,4,16,58371385,3,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-3-stdout.txt,valid,13.760209,cuda_compatible,25439.0,9.97279e-07,1e-06,0.144479,540.9099807382365,3.435159,0.476466,0.4504,0.863928,0.0,2.088922,2.493226,1.709669,0.502947,1.739491
Bump_2911,acg-sycl-mpi,4,16,58371385,4,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-4-stdout.txt,valid,13.690266,cuda_compatible,25439.0,9.97279e-07,1e-06,0.144479,538.160540901765,3.425051,0.473532,0.45219,0.868509,0.0,1.984636,2.4937,1.731997,0.506086,1.754566
Bump_2911,acg-sycl-mpi,4,16,58371385,5,sycl/acg-sycl-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-5-stdout.txt,valid,13.671048,cuda_compatible,25439.0,9.97279e-07,1e-06,0.144479,537.4050866779355,3.435113,0.474786,0.452179,0.869456,0.0,1.99102,2.447959,1.75953,0.504194,1.73681
