matrix,backend,nodes,ranks,job,trial,source,status,solver_s,iterations,relative_residual,tolerance,error_norm,rows,full_nnz,gflops_total,iteration_us,allreduce_us,allreduce_calls,gemv_s,dot_s,nrm2_s,axpy_s,copy_s,allreduce_s,haloexchange_s,other_s
Bump_2911,acg-cg-nccl,8,32,55407139,2,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407139-2-stderr.txt,valid,6.569471,24728.0,9.98664685755188e-07,1e-06,0.144649417475795,2911419,127729899,1071.1984051531697,265.66932222581687,59.021937805815035,49458,1.868119,0.259535,0.2521,0.477293,1.5e-05,2.919107,0.064715,0.728561
Bump_2911,acg-cg-nccl,8,32,55407139,3,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407139-3-stderr.txt,valid,6.638902,24736.0,9.773029027325368e-07,1e-06,0.144646349798059,2911419,127729899,1060.3385092601156,268.39028137128076,60.08366010429721,49474,1.884896,0.258691,0.252324,0.477899,1.6e-05,2.972579,0.064895,0.727529
Bump_2911,acg-cg-nccl,8,32,55407181,1,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407181-1-stderr.txt,valid,6.068966,25664.0,9.492946924352696e-07,1e-06,0.144426255671215,2911419,127729899,1203.4287406896003,236.47778990024938,46.451587765439314,51330,1.835724,0.269157,0.260782,0.494941,1.6e-05,2.38436,0.066617,0.756993
Bump_2911,acg-cg-nccl,8,32,55407181,2,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407181-2-stderr.txt,valid,6.055172,25466.0,9.995705795563963e-07,1e-06,0.144470956612419,2911419,127729899,1196.8648390242258,237.77475850153144,47.06531982565673,50934,1.824235,0.266413,0.258753,0.490178,1.6e-05,2.397225,0.066053,0.752274
Bump_2911,acg-cg-nccl,8,32,55407181,3,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407181-3-stderr.txt,valid,6.001323,25279.0,9.8334512801985e-07,1e-06,0.144508374196069,2911419,127729899,1198.7368660690317,237.4034969737727,46.86455696202532,50560,1.811359,0.264223,0.257224,0.487987,1.5e-05,2.369472,0.065548,0.745471
Bump_2911,acg-cg-nccl,8,32,55407202,1,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407202-1-stderr.txt,valid,6.369126,25724.0,9.518990706425796e-07,1e-06,0.144363915465355,2911419,127729899,1149.395152482146,247.59469755870006,51.30579203109815,51450,1.875831,0.269634,0.262534,0.496165,1.5e-05,2.639683,0.066601,0.758534
Bump_2911,acg-cg-nccl,8,32,55407202,2,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407202-2-stderr.txt,valid,6.236911,25260.0,9.809161514382219e-07,1e-06,0.144521961094473,2911419,127729899,1152.5898348583137,246.9085906571655,50.966034598788646,50522,1.841213,0.264642,0.257916,0.487851,1.6e-05,2.574906,0.065723,0.744619
Bump_2911,acg-cg-nccl,8,32,55407202,3,acg-results/acg-cg-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407202-3-stderr.txt,valid,6.382559,25640.0,9.951834986051325e-07,1e-06,0.144479687994189,2911419,127729899,1143.230847526204,248.9297581903276,51.6932451932452,51282,1.883713,0.267962,0.261342,0.494169,1.6e-05,2.650933,0.066781,0.757615
Queen_4147,acg-cg-nccl,1,2,55398423,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398423-1-stderr.txt,valid,47.526483,26057.0,9.796497883722357e-07,1e-06,0.190182627508253,4147110,329499284,384.05546296922495,1823.9430095559733,13.467188579323048,52116,41.571794,1.063008,0.56739,3.003912,4.8e-05,0.701856,0.07388,0.544468
Queen_4147,acg-cg-nccl,1,2,55398423,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398423-2-stderr.txt,valid,48.495479,26604.0,9.869944145530192e-07,1e-06,0.190156038232855,4147110,329499284,384.2824676555932,1822.864193354383,13.370625822213869,53210,42.433425,1.082943,0.576501,3.062928,4.7e-05,0.711451,0.074998,0.553097
Queen_4147,acg-cg-nccl,1,2,55398423,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398423-3-stderr.txt,valid,47.9372,26286.0,9.38094561344539e-07,1e-06,0.190172123024349,4147110,329499284,384.11114929190694,1823.6780034999617,13.408338722562483,52574,41.939919,1.072806,0.572816,3.028454,4.7e-05,0.70493,0.074528,0.543218
Queen_4147,acg-cg-nccl,1,2,55398430,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398430-1-stderr.txt,valid,48.303181,26446.0,9.993000871452997e-07,1e-06,0.190164416501844,4147110,329499284,383.52107975489236,1826.4834379490283,13.745169584451924,52894,42.241785,1.078976,0.580327,3.049114,4.8e-05,0.727037,0.079105,0.546697
Queen_4147,acg-cg-nccl,1,2,55398430,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398430-2-stderr.txt,valid,47.703585,26139.0,9.502089977036925e-07,1e-06,0.190178240262921,4147110,329499284,383.8337086120467,1824.9965568690461,13.588006885998471,52280,41.723976,1.064294,0.571048,3.010216,4.8e-05,0.710381,0.077031,0.546372
Queen_4147,acg-cg-nccl,1,2,55398430,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398430-3-stderr.txt,valid,48.225793,26423.0,9.960997670703912e-07,1e-06,0.190166240049911,4147110,329499284,383.8024463455064,1825.1444953260418,13.688124432334241,52848,42.181331,1.074837,0.575607,3.043584,4.9e-05,0.72339,0.077491,0.549444
Queen_4147,acg-cg-nccl,1,2,55398436,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398436-1-stderr.txt,valid,47.813367,26186.0,9.683167927142587e-07,1e-06,0.190175428296319,4147110,329499284,383.6409600485989,1825.913350645383,13.611620269599419,52374,41.819121,1.068612,0.572543,3.020293,4.8e-05,0.712895,0.077662,0.541653
Queen_4147,acg-cg-nccl,1,2,55398436,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398436-2-stderr.txt,valid,47.698518,26122.0,9.953210137645086e-07,1e-06,0.190179671214093,4147110,329499284,383.6248321233796,1825.9902763953755,13.664950426826934,52246,41.714688,1.065761,0.570107,3.012983,4.8e-05,0.713939,0.076828,0.544018
Queen_4147,acg-cg-nccl,1,2,55398436,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398436-3-stderr.txt,valid,47.9645,26275.0,9.78157659008737e-07,1e-06,0.190172125555022,4147110,329499284,383.7318812765274,1825.4804947668888,13.653980818998326,52552,41.958161,1.070103,0.571473,3.028111,4.7e-05,0.717544,0.077743,0.54109
Queen_4147,acg-cg-nccl,1,4,55398424,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398424-1-stderr.txt,valid,25.31832,26120.0,9.65801980119427e-07,1e-06,0.190178689655425,4147110,329499284,722.6757154877574,969.3078101071976,15.879292523257151,52242,21.631689,0.502526,0.381314,1.349528,2.8e-05,0.829566,0.07306,0.550473
Queen_4147,acg-cg-nccl,1,4,55398424,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398424-2-stderr.txt,valid,25.520111,26323.0,9.825547376644352e-07,1e-06,0.190169892736924,4147110,329499284,722.5333135718728,969.498575390343,16.06442789849567,52648,21.799104,0.505526,0.381454,1.357566,2.8e-05,0.84576,0.07278,0.55758
Queen_4147,acg-cg-nccl,1,4,55398424,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398424-3-stderr.txt,valid,25.745484,26564.0,9.477430579053121e-07,1e-06,0.190158102095323,4147110,329499284,722.7653422068119,969.1870200271044,15.841520798042536,53130,22.00047,0.512192,0.388252,1.371347,2.9e-05,0.84166,0.072985,0.558262
Queen_4147,acg-cg-nccl,1,4,55398431,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398431-1-stderr.txt,valid,25.048083,25858.0,9.830262843541053e-07,1e-06,0.190192413404324,4147110,329499284,723.1456382483243,968.6782813829375,15.520669786147955,51718,21.427917,0.497123,0.378158,1.327107,2.8e-05,0.802698,0.072308,0.542619
Queen_4147,acg-cg-nccl,1,4,55398431,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398431-2-stderr.txt,valid,25.486579,26268.0,9.778063411852004e-07,1e-06,0.190172588476398,4147110,329499284,721.9723185215247,970.2519795949445,16.02110853096806,52538,21.78212,0.504809,0.38385,1.350532,2.8e-05,0.841717,0.073587,0.549577
Queen_4147,acg-cg-nccl,1,4,55398431,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398431-3-stderr.txt,valid,25.221119,26045.0,9.56386364034498e-07,1e-06,0.190183489280824,4147110,329499284,723.3778880250317,968.3670186216166,15.667818475005758,52092,21.573368,0.499754,0.377475,1.336175,2.8e-05,0.816168,0.071952,0.545823
Queen_4147,acg-cg-nccl,1,4,55398437,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398437-1-stderr.txt,valid,25.51205,26321.0,9.89129077278659e-07,1e-06,0.190170271948258,4147110,329499284,722.706698372573,969.2659853349036,15.862548438568497,52644,21.807919,0.505781,0.383247,1.354492,2.8e-05,0.835068,0.072412,0.552833
Queen_4147,acg-cg-nccl,1,4,55398437,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398437-2-stderr.txt,valid,25.470222,26267.0,9.157942060543064e-07,1e-06,0.19017208371274,4147110,329499284,722.4084682946227,969.666197129478,15.889808892949594,52536,21.766606,0.505799,0.384045,1.353662,2.8e-05,0.834787,0.073119,0.551967
Queen_4147,acg-cg-nccl,1,4,55398437,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398437-3-stderr.txt,valid,25.477765,26273.0,9.269114521323754e-07,1e-06,0.190171955253047,4147110,329499284,722.3595507750384,969.7318539945952,15.845931338966277,52548,21.770908,0.508732,0.387175,1.355014,2.9e-05,0.832672,0.072407,0.55059
Queen_4147,acg-cg-nccl,2,8,55398426,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398426-1-stderr.txt,valid,15.187863,26397.0,9.867415178327678e-07,1e-06,0.190166216758285,4147110,329499284,1217.4830072528307,575.3632230935334,24.99933707099023,52796,11.752514,0.375825,0.351749,0.761791,2.1e-05,1.319865,0.077895,0.547856
Queen_4147,acg-cg-nccl,2,8,55398426,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398426-2-stderr.txt,valid,15.226679,26427.0,9.896748651929033e-07,1e-06,0.190164445248204,4147110,329499284,1215.7594711902707,576.1788700949786,25.18889057060693,52856,11.772353,0.377439,0.35332,0.763027,2e-05,1.331384,0.079031,0.549714
Queen_4147,acg-cg-nccl,2,8,55398426,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398426-3-stderr.txt,valid,15.342628,26642.0,9.866738312941263e-07,1e-06,0.190155425290768,4147110,329499284,1216.3874525044864,575.881240147136,25.28607889501933,53286,11.86312,0.378788,0.353686,0.767752,2.1e-05,1.347394,0.078334,0.55323
Queen_4147,acg-cg-nccl,2,8,55398432,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398432-1-stderr.txt,valid,15.110728,26255.0,9.61029180075992e-07,1e-06,0.190173061270052,4147110,329499284,1217.1153121231484,575.5371548276519,25.133093388177944,52512,11.695153,0.372278,0.348171,0.756437,2.1e-05,1.319789,0.077937,0.540661
Queen_4147,acg-cg-nccl,2,8,55398432,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398432-2-stderr.txt,valid,15.215991,26424.0,9.629024540780703e-07,1e-06,0.190165115729333,4147110,329499284,1216.4753383476634,575.8398047229791,25.04524124881741,52850,11.771737,0.376226,0.353431,0.762428,2.2e-05,1.323641,0.079046,0.549245
Queen_4147,acg-cg-nccl,2,8,55398432,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398432-3-stderr.txt,valid,15.008961,26069.0,9.848368198721976e-07,1e-06,0.19018194850355,4147110,329499284,1216.6872222454306,575.7398058997276,25.169236670502492,52140,11.60637,0.371679,0.347618,0.752374,2.1e-05,1.312324,0.077269,0.540976
Queen_4147,acg-cg-nccl,2,8,55398439,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398439-1-stderr.txt,valid,15.261222,26483.0,9.98835717723131e-07,1e-06,0.190162677066,4147110,329499284,1215.577986509337,576.2648491485104,25.30648693550823,52968,11.797643,0.376702,0.35113,0.764665,2.1e-05,1.340434,0.0788,0.551637
Queen_4147,acg-cg-nccl,2,8,55398439,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398439-2-stderr.txt,valid,15.020797,26072.0,9.899345063769583e-07,1e-06,0.190182607174999,4147110,329499284,1215.8684041122451,576.1275314513654,25.32940206343727,52146,11.613606,0.369901,0.344701,0.751922,2.1e-05,1.320827,0.077748,0.541874
Queen_4147,acg-cg-nccl,2,8,55398439,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398439-3-stderr.txt,valid,15.135063,26252.0,9.770372557716494e-07,1e-06,0.190174658900984,4147110,329499284,1215.0195223583805,576.5299024836203,25.53666247666933,52506,11.690104,0.372699,0.348283,0.757197,2.2e-05,1.340828,0.077521,0.548013
Queen_4147,acg-cg-nccl,4,16,55398427,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398427-1-stderr.txt,valid,9.743643,26494.0,9.716158042773365e-07,1e-06,0.190161741956596,4147110,329499284,1904.71989550315,367.7679097154073,36.70054727307039,52990,5.796074,0.351545,0.338301,0.589662,1.8e-05,1.944762,0.069775,0.653356
Queen_4147,acg-cg-nccl,4,16,55398427,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398427-2-stderr.txt,valid,9.75793,26528.0,9.908911592011546e-07,1e-06,0.190160611967443,4147110,329499284,1904.3717925309977,367.8351176115802,36.75773681631422,53058,5.801845,0.351415,0.339019,0.59071,1.9e-05,1.950292,0.070111,0.654361
Queen_4147,acg-cg-nccl,4,16,55398427,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398427-3-stderr.txt,valid,9.814822,26662.0,9.579768702874956e-07,1e-06,0.190154782957586,4147110,329499284,1902.896413302656,368.1202460430575,36.91681356186476,53326,5.834057,0.35243,0.339931,0.593137,1.9e-05,1.968626,0.069857,0.656549
Queen_4147,acg-cg-nccl,4,16,55398433,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398433-1-stderr.txt,valid,9.591972,26177.0,9.808486604268247e-07,1e-06,0.190177804679353,4147110,329499284,1911.6884194432594,366.4274745005157,36.390079456031785,52356,5.708986,0.346826,0.333426,0.581986,1.8e-05,1.905239,0.068811,0.646538
Queen_4147,acg-cg-nccl,4,16,55398433,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398433-2-stderr.txt,valid,9.784685,26593.0,9.16647736457004e-07,1e-06,0.190156242966403,4147110,329499284,1903.8177696994846,367.94212762757115,36.95781003233812,53188,5.808251,0.351258,0.339612,0.591559,1.9e-05,1.965712,0.070074,0.658036
Queen_4147,acg-cg-nccl,4,16,55398433,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398433-3-stderr.txt,valid,9.733024,26478.0,9.945976865328805e-07,1e-06,0.190162478578346,4147110,329499284,1905.646504323014,367.5890928317849,36.85401639034707,52958,5.781942,0.350348,0.337725,0.589994,1.9e-05,1.951715,0.069847,0.651312
Queen_4147,acg-cg-nccl,4,16,55398440,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398440-1-stderr.txt,valid,9.738629,26238.0,9.671027149920847e-07,1e-06,0.190173501736128,4147110,329499284,1887.2872600210974,371.16506593490357,38.208601699759896,52478,5.753646,0.346842,0.334543,0.584863,1.8e-05,2.005111,0.068537,0.644916
Queen_4147,acg-cg-nccl,4,16,55398440,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398440-2-stderr.txt,valid,9.683705,26433.0,9.544942032426906e-07,1e-06,0.190164379765405,4147110,329499284,1912.0968706741892,366.3490712367117,36.42273208746312,52868,5.765576,0.348695,0.336121,0.587818,1.8e-05,1.925597,0.069302,0.650465
Queen_4147,acg-cg-nccl,4,16,55398440,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-55398440-3-stderr.txt,valid,9.833297,26162.0,9.834235389336461e-07,1e-06,0.190178072108294,4147110,329499284,1863.7039791439229,375.8618224906353,39.84785766158315,52326,5.773575,0.346695,0.334151,0.582775,1.8e-05,2.085079,0.068307,0.642545
Queen_4147,acg-cg-nccl,8,32,55398428,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398428-1-stderr.txt,valid,7.599977,26684.0,9.372049947641279e-07,1e-06,0.190153512139577,4147110,329499284,2459.4811160217982,284.8140083945436,46.29409780775717,53370,3.204533,0.304957,0.295588,0.535419,1.6e-05,2.470716,0.068583,0.72003
Queen_4147,acg-cg-nccl,8,32,55398428,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398428-2-stderr.txt,valid,7.504419,26495.0,9.96335937388389e-07,1e-06,0.19016237990276,4147110,329499284,2473.1576350478294,283.2390639743348,45.492659269323674,52992,3.18206,0.30414,0.293562,0.530901,1.6e-05,2.410747,0.068098,0.714631
Queen_4147,acg-cg-nccl,8,32,55398428,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398428-3-stderr.txt,valid,7.512502,26402.0,9.97292498416093e-07,1e-06,0.190166236796164,4147110,329499284,2461.825296994796,284.5429134156503,46.03899178123698,52806,3.173028,0.303625,0.294461,0.531549,1.6e-05,2.431135,0.067966,0.710617
Queen_4147,acg-cg-nccl,8,32,55398434,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398434-1-stderr.txt,valid,8.064094,26228.0,9.397811924515545e-07,1e-06,0.190175743476926,4147110,329499284,2278.3198887676654,307.4612627726095,55.86716992641733,52458,3.245693,0.299539,0.289519,0.524031,1.6e-05,2.93068,0.067836,0.706708
Queen_4147,acg-cg-nccl,8,32,55398434,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398434-2-stderr.txt,valid,8.202525,26572.0,9.5760023494109e-07,1e-06,0.190159899195227,4147110,329499284,2269.2460322746956,308.6905389131416,56.370488842057725,53146,3.290233,0.304245,0.294909,0.53222,1.6e-05,2.995866,0.068645,0.716294
Queen_4147,acg-cg-nccl,8,32,55398434,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398434-3-stderr.txt,valid,8.245621,26674.0,8.771634049254897e-07,1e-06,0.190153997214868,4147110,329499284,2266.050697336198,309.12577791107447,56.34809746954077,53350,3.31182,0.306298,0.296446,0.534939,1.7e-05,3.006171,0.068932,0.720894
Queen_4147,acg-cg-nccl,8,32,55398441,1,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398441-1-stderr.txt,valid,7.266476,26253.0,9.996834242243855e-07,1e-06,0.190174417917394,4147110,329499284,2530.8137654059547,276.7865005904087,42.740249104898304,52508,3.131506,0.300195,0.290785,0.525393,1.6e-05,2.244205,0.06726,0.707017
Queen_4147,acg-cg-nccl,8,32,55398441,2,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398441-2-stderr.txt,valid,7.348112,26441.0,9.957984108747767e-07,1e-06,0.190164940459919,4147110,329499284,2520.618328133267,277.9059793502515,43.20125179638454,52884,3.16102,0.301706,0.292443,0.528672,1.7e-05,2.284655,0.067801,0.711715
Queen_4147,acg-cg-nccl,8,32,55398441,3,acg-results/acg-cg-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-55398441-3-stderr.txt,valid,7.24921,26134.0,9.993594581846375e-07,1e-06,0.190180679168052,4147110,329499284,2525.342981690419,277.386163618275,42.9596900707863,52270,3.119925,0.298967,0.289879,0.523415,1.6e-05,2.245503,0.066998,0.704401
Bump_2911,acg-cg-nvshmem,1,2,55407142,1,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407142-1-stderr.txt,valid,22.490264,25845.0,9.97302038968013e-07,1e-06,0.144344798355713,2911419,127729899,327.03377792701764,870.1978719288063,18.252843766927185,51692,17.72751,0.740906,0.390986,2.082597,3.6e-05,0.943526,0.079172,0.525532
Bump_2911,acg-cg-nvshmem,1,2,55407142,2,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407142-2-stderr.txt,valid,22.448473,25797.0,9.452146859078733e-07,1e-06,0.144344886702829,2911419,127729899,327.03411279119075,870.1970384153196,18.3148306070238,51596,17.680584,0.742184,0.392393,2.083362,3.6e-05,0.944972,0.079016,0.525926
Bump_2911,acg-cg-nvshmem,1,2,55407142,3,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407142-3-stderr.txt,valid,22.140742,25439.0,9.913044595398013e-07,1e-06,0.144475048770563,2911419,127729899,326.9781547234506,870.3463972640434,18.253498427672955,50880,17.442844,0.732289,0.388267,2.052377,3.5e-05,0.928738,0.077576,0.518617
Bump_2911,acg-cg-nvshmem,1,2,55407182,1,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407182-1-stderr.txt,valid,22.366406,25703.0,9.905415203480356e-07,1e-06,0.144416171440851,2911419,127729899,327.03808095945317,870.1865930047077,18.272000466853406,51408,17.622182,0.738873,0.388557,2.076004,3.7e-05,0.939327,0.077574,0.523853
Bump_2911,acg-cg-nvshmem,1,2,55407182,2,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407182-2-stderr.txt,valid,22.226252,25532.0,9.882011625075103e-07,1e-06,0.144418713754131,2911419,127729899,326.9109134662921,870.5253015823281,18.207711588924138,51066,17.511601,0.736123,0.385551,2.064251,3.7e-05,0.929795,0.077214,0.52168
Bump_2911,acg-cg-nvshmem,1,2,55407182,3,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407182-3-stderr.txt,valid,22.085499,25388.0,9.859362592044626e-07,1e-06,0.144460020729983,2911419,127729899,327.1388928083536,869.9188199149204,18.255090787348852,50778,17.400239,0.730199,0.382043,2.050209,3.5e-05,0.926957,0.078644,0.517173
Bump_2911,acg-cg-nvshmem,1,2,55407203,1,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407203-1-stderr.txt,valid,22.330332,25642.0,9.874058775412658e-07,1e-06,0.14440082758852,2911419,127729899,326.7890277194267,870.8498557054832,18.329953593573293,51286,17.577369,0.741082,0.391922,2.076043,3.6e-05,0.94007,0.078099,0.52571
Bump_2911,acg-cg-nvshmem,1,2,55407203,2,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407203-2-stderr.txt,valid,22.433353,25780.0,9.576717563541032e-07,1e-06,0.144374598604911,2911419,127729899,327.03888238534824,870.1843677269201,18.147162639152864,51562,17.674738,0.74397,0.387564,2.084954,3.5e-05,0.935704,0.077737,0.528651
Bump_2911,acg-cg-nvshmem,1,2,55407203,3,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407203-3-stderr.txt,valid,22.363051,25692.0,9.947603797327129e-07,1e-06,0.144363093504454,2911419,127729899,326.94716755473127,870.4285769889459,18.295936636437936,51386,17.613672,0.741097,0.38798,2.076906,3.5e-05,0.940155,0.078369,0.524836
Bump_2911,acg-cg-nvshmem,1,4,55407145,1,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407145-1-stderr.txt,valid,13.284798,25034.0,9.73031613405404e-07,1e-06,0.144575595375829,2911419,127729899,536.2736037257021,530.6702085164177,23.512941881366086,50070,9.816501,0.384216,0.341029,0.96675,2.5e-05,1.177293,0.070924,0.52806
Bump_2911,acg-cg-nvshmem,1,4,55407145,2,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407145-2-stderr.txt,valid,13.525975,25453.0,9.881949247092435e-07,1e-06,0.144466435908336,2911419,127729899,535.5268658414643,531.4098534553884,23.50993949870354,50908,9.993672,0.390894,0.349085,0.981911,2.5e-05,1.196844,0.072029,0.541514
Bump_2911,acg-cg-nvshmem,1,4,55407145,3,acg-results/acg-cg-nvshmem/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407145-3-stderr.txt,valid,13.502549,25456.0,9.339409129346476e-07,1e-06,0.144459563185883,2911419,127729899,536.5191950915341,530.4269720301697,23.567172094119496,50914,9.977403,0.390049,0.346645,0.977339,2.4e-05,1.199899,0.070993,0.540196
